"","year","month","day","dep_time","sched_dep_time","dep_delay","arr_time","sched_arr_time","arr_delay","carrier","flight","tailnum","origin","dest","air_time","distance","hour","minute","time_hour"
"405",2013,6,12,1536,1530,6,1858,1850,8,"DL",95,"N193DN","JFK","LAX",326,2475,15,30,2013-06-12 15:00:00
"406",2013,11,6,1353,1400,-7,1506,1515,-9,"US",2183,"N752US","LGA","DCA",46,214,14,0,2013-11-06 14:00:00
"407",2013,9,21,621,621,0,835,855,-20,"UA",1110,"N39423","EWR","LAS",290,2227,6,21,2013-09-21 06:00:00
"408",2013,11,8,1600,1559,1,1713,1732,-19,"UA",1564,"N76517","EWR","ORD",117,719,15,59,2013-11-08 15:00:00
"409",2013,3,13,710,715,-5,1005,1037,-32,"B6",671,"N708JB","JFK","LAX",317,2475,7,15,2013-03-13 07:00:00
"410",2013,9,4,1245,1245,0,1544,1600,-16,"AA",1697,"N5DVAA","JFK","MIA",148,1089,12,45,2013-09-04 12:00:00
"411",2013,7,5,1211,1049,82,1404,1308,56,"UA",454,"N530UA","EWR","LAS",274,2227,10,49,2013-07-05 10:00:00
"412",2013,1,17,933,935,-2,1214,1235,-21,"VX",251,"N835VA","JFK","LAS",320,2248,9,35,2013-01-17 09:00:00
"413",2013,7,24,1529,1530,-1,1856,1850,6,"DL",95,"N187DN","JFK","LAX",326,2475,15,30,2013-07-24 15:00:00
"414",2013,9,9,2015,2013,2,2204,2220,-16,"EV",4570,"N13979","EWR","GRR",89,605,20,13,2013-09-09 20:00:00
"415",2013,10,11,1142,1145,-3,1347,1403,-16,"DL",401,"N315NB","EWR","ATL",97,746,11,45,2013-10-11 11:00:00
"416",2013,6,23,1424,1320,64,1701,1608,53,"UA",1054,"N14121","EWR","LAX",314,2454,13,20,2013-06-23 13:00:00
"417",2013,3,23,1819,1820,-1,2139,2150,-11,"AA",119,"N3BGAA","EWR","LAX",345,2454,18,20,2013-03-23 18:00:00
"418",2013,10,2,855,900,-5,1036,1025,11,"UA",1030,"N57852","EWR","ORD",117,719,9,0,2013-10-02 09:00:00
"419",2013,6,25,1500,1459,1,1843,1737,66,"DL",451,"N666DN","LGA","ATL",109,762,14,59,2013-06-25 14:00:00
"420",2013,12,17,1457,1459,-2,1719,1654,25,"US",721,"N167US","EWR","CLT",93,529,14,59,2013-12-17 14:00:00
"421",2013,4,11,2255,2245,10,2355,2359,-4,"B6",128,"N351JB","JFK","BTV",45,266,22,45,2013-04-11 22:00:00
"422",2013,4,5,1200,1200,0,1532,1510,22,"AA",977,"N3FSAA","EWR","MIA",194,1085,12,0,2013-04-05 12:00:00
"423",2013,3,1,601,600,1,827,815,12,"FL",345,"N894AT","LGA","ATL",116,762,6,0,2013-03-01 06:00:00
"424",2013,7,4,1459,1459,0,1734,1819,-45,"DL",161,"N174DZ","JFK","SEA",304,2422,14,59,2013-07-04 14:00:00
"425",2013,7,8,2312,2142,90,6,2259,67,"EV",3832,"N13913","EWR","DCA",38,199,21,42,2013-07-08 21:00:00
"426",2013,6,30,2228,2000,148,2334,2137,117,"UA",695,"N459UA","LGA","ORD",109,733,20,0,2013-06-30 20:00:00
"427",2013,5,16,754,800,-6,1039,1105,-26,"B6",25,"N805JB","JFK","FLL",141,1069,8,0,2013-05-16 08:00:00
"428",2013,12,3,1007,947,20,1501,1430,31,"B6",403,"N547JB","JFK","SJU",208,1598,9,47,2013-12-03 09:00:00
"429",2013,10,22,1008,1010,-2,1241,1240,1,"MQ",3644,"N530MQ","LGA","ATL",122,762,10,10,2013-10-22 10:00:00
"430",2013,1,24,1652,1645,7,1854,1900,-6,"DL",1473,"N332NB","LGA","MEM",143,963,16,45,2013-01-24 16:00:00
"431",2013,10,29,1929,1932,-3,2140,2143,-3,"EV",4361,"N27962","EWR","TYS",96,631,19,32,2013-10-29 19:00:00
"432",2013,10,1,1450,1456,-6,1733,1802,-29,"UA",446,"N807UA","EWR","MIA",136,1085,14,56,2013-10-01 14:00:00
"433",2013,11,23,1656,1700,-4,1953,2020,-27,"AA",172,"N5EEAA","EWR","MIA",151,1085,17,0,2013-11-23 17:00:00
"434",2013,4,21,1446,1450,-4,1605,1627,-22,"9E",4357,"N8923A","JFK","ORF",55,290,14,50,2013-04-21 14:00:00
"435",2013,2,24,1354,1400,-6,1452,1503,-11,"US",2130,"N957UW","LGA","BOS",36,184,14,0,2013-02-24 14:00:00
"436",2013,7,9,1025,1029,-4,1144,1209,-25,"EV",4711,"N14977","EWR","STL",123,872,10,29,2013-07-09 10:00:00
"437",2013,6,11,731,740,-9,959,1004,-5,"B6",611,"N337JB","JFK","JAX",124,828,7,40,2013-06-11 07:00:00
"438",2013,4,3,1834,1845,-11,2029,2030,-1,"MQ",4517,"N725MQ","LGA","CRW",86,444,18,45,2013-04-03 18:00:00
"439",2013,12,12,1712,1714,-2,1825,1832,-7,"UA",309,"N826UA","EWR","BOS",45,200,17,14,2013-12-12 17:00:00
"440",2013,8,29,859,843,16,1119,1114,5,"EV",4388,"N16961","EWR","JAX",109,820,8,43,2013-08-29 08:00:00
"441",2013,4,24,1551,1559,-8,1835,1814,21,"MQ",3985,"N687MQ","JFK","CVG",102,589,15,59,2013-04-24 15:00:00
"442",2013,2,14,1105,1115,-10,1302,1310,-8,"MQ",4485,"N711MQ","LGA","CMH",80,479,11,15,2013-02-14 11:00:00
"443",2013,8,7,655,700,-5,932,1009,-37,"DL",1879,"N970DL","LGA","FLL",137,1076,7,0,2013-08-07 07:00:00
"444",2013,9,7,1146,1145,1,1434,1450,-16,"AA",1623,"N3AVAA","EWR","MIA",148,1085,11,45,2013-09-07 11:00:00
"445",2013,6,18,1903,1550,193,2146,1845,181,"AA",763,"N3DGAA","LGA","DFW",201,1389,15,50,2013-06-18 15:00:00
"446",2013,6,5,1047,1100,-13,1253,1303,-10,"EV",5596,"N611QX","LGA","MEM",127,963,11,0,2013-06-05 11:00:00
"447",2013,11,18,1004,1005,-1,1212,1215,-3,"DL",2319,"N324US","LGA","MSP",159,1020,10,5,2013-11-18 10:00:00
"448",2013,4,24,1501,1520,-19,1800,1811,-11,"B6",537,"N663JB","EWR","TPA",136,997,15,20,2013-04-24 15:00:00
"449",2013,1,9,1723,1730,-7,2017,1957,20,"F9",837,"N953FR","LGA","DEN",263,1620,17,30,2013-01-09 17:00:00
"450",2013,8,22,2126,2010,76,2240,2134,66,"B6",418,"N179JB","JFK","BOS",42,187,20,10,2013-08-22 20:00:00
"451",2013,1,14,1446,1444,2,1816,1802,14,"UA",750,"N409UA","EWR","AUS",241,1504,14,44,2013-01-14 14:00:00
"452",2013,9,25,1057,1100,-3,1315,1339,-24,"DL",1647,"N687DL","LGA","ATL",110,762,11,0,2013-09-25 11:00:00
"453",2013,2,17,1016,950,26,1316,1254,22,"B6",1101,"N648JB","JFK","FLL",152,1069,9,50,2013-02-17 09:00:00
"454",2013,8,8,1459,1500,-1,1728,1653,35,"US",802,"N564UW","EWR","CLT",79,529,15,0,2013-08-08 15:00:00
"455",2013,7,25,2200,2150,10,56,100,-4,"AA",185,"N320AA","JFK","LAX",324,2475,21,50,2013-07-25 21:00:00
"456",2013,9,2,NA,1550,NA,NA,1730,NA,"MQ",3416,"N522MQ","LGA","RDU",NA,431,15,50,2013-09-02 15:00:00
"457",2013,4,7,2036,2040,-4,2149,2154,-5,"B6",1178,"N206JB","EWR","BOS",41,200,20,40,2013-04-07 20:00:00
"458",2013,6,23,NA,1900,NA,NA,2016,NA,"US",2187,NA,"LGA","DCA",NA,214,19,0,2013-06-23 19:00:00
"459",2013,9,23,1641,1635,6,1754,1800,-6,"WN",4209,"N785SW","LGA","MDW",106,725,16,35,2013-09-23 16:00:00
"460",2013,8,21,656,700,-4,802,809,-7,"US",2169,"N765US","LGA","DCA",36,214,7,0,2013-08-21 07:00:00
"461",2013,8,6,1549,1550,-1,1829,1845,-16,"AA",763,"N3EBAA","LGA","DFW",195,1389,15,50,2013-08-06 15:00:00
"462",2013,5,7,1129,1135,-6,1323,1340,-17,"DL",2219,"N321NB","LGA","MSP",130,1020,11,35,2013-05-07 11:00:00
"463",2013,6,11,1356,1340,16,1507,1510,-3,"WN",427,"N422WN","LGA","MDW",110,725,13,40,2013-06-11 13:00:00
"464",2013,2,21,2039,2005,34,2254,2237,17,"EV",4645,"N16961","EWR","JAX",124,820,20,5,2013-02-21 20:00:00
"465",2013,8,6,624,630,-6,811,829,-18,"EV",4471,"N15983","EWR","CLT",81,529,6,30,2013-08-06 06:00:00
"466",2013,2,26,NA,1509,NA,NA,1708,NA,"EV",4166,"N16981","EWR","GSP",NA,594,15,9,2013-02-26 15:00:00
"467",2013,7,29,1815,1810,5,1926,1956,-30,"UA",1298,"N16713","LGA","ORD",110,733,18,10,2013-07-29 18:00:00
"468",2013,2,24,856,859,-3,1207,1211,-4,"UA",800,"N488UA","EWR","MIA",167,1085,8,59,2013-02-24 08:00:00
"469",2013,8,11,2237,2125,72,56,2339,77,"B6",775,"N298JB","JFK","MSY",161,1182,21,25,2013-08-11 21:00:00
"470",2013,5,16,1148,1200,-12,1319,1345,-26,"MQ",4553,"N738MQ","LGA","CLE",68,419,12,0,2013-05-16 12:00:00
"471",2013,6,9,1731,1725,6,2033,2020,13,"AA",1901,"N3CCAA","JFK","IAH",204,1417,17,25,2013-06-09 17:00:00
"472",2013,7,10,2056,2049,7,130,2348,102,"B6",523,"N662JB","JFK","LAX",348,2475,20,49,2013-07-10 20:00:00
"473",2013,10,17,1308,1259,9,1520,1512,8,"EV",5207,"N713EV","LGA","CLT",100,544,12,59,2013-10-17 12:00:00
"474",2013,10,31,1705,1659,6,1851,1840,11,"UA",708,"N405UA","EWR","ORD",124,719,16,59,2013-10-31 16:00:00
"475",2013,6,18,558,600,-2,727,725,2,"AA",301,"N4YSAA","LGA","ORD",133,733,6,0,2013-06-18 06:00:00
"476",2013,12,22,1729,1715,14,1927,1915,12,"AA",199,"N3DAAA","JFK","ORD",135,740,17,15,2013-12-22 17:00:00
"477",2013,1,26,1632,1635,-3,1805,1811,-6,"EV",4485,"N15555","EWR","RDU",70,416,16,35,2013-01-26 16:00:00
"478",2013,1,24,1251,1300,-9,1506,1529,-23,"EV",4950,"N612QX","EWR","ATL",109,746,13,0,2013-01-24 13:00:00
"479",2013,8,27,830,835,-5,1126,1140,-14,"UA",1442,"N16703","EWR","MIA",148,1085,8,35,2013-08-27 08:00:00
"480",2013,2,21,1325,1330,-5,1651,1710,-19,"WN",2058,"N781WN","EWR","PHX",307,2133,13,30,2013-02-21 13:00:00
"481",2013,3,5,1824,1829,-5,2032,2034,-2,"EV",4570,"N13553","EWR","GRR",98,605,18,29,2013-03-05 18:00:00
"482",2013,1,31,1807,1808,-1,2022,1949,33,"UA",1053,"N16703","EWR","CLE",70,404,18,8,2013-01-31 18:00:00
"483",2013,8,13,1713,1703,10,1919,1911,8,"US",894,"N554UW","LGA","CLT",100,544,17,3,2013-08-13 17:00:00
"484",2013,2,5,NA,1645,NA,NA,2005,NA,"AA",181,"N332AA","JFK","LAX",NA,2475,16,45,2013-02-05 16:00:00
"485",2013,6,23,1930,1916,14,2222,2225,-3,"UA",1439,"N24224","EWR","LAX",304,2454,19,16,2013-06-23 19:00:00
"486",2013,10,24,1556,1548,8,1907,1911,-4,"DL",31,"N392DA","JFK","SLC",271,1990,15,48,2013-10-24 15:00:00
"487",2013,4,24,844,847,-3,1121,1054,27,"EV",4548,"N21197","EWR","MCI",164,1092,8,47,2013-04-24 08:00:00
"488",2013,7,19,2328,2135,113,224,30,114,"B6",1201,"N649JB","JFK","FLL",138,1069,21,35,2013-07-19 21:00:00
"489",2013,3,1,1722,1705,17,1950,2010,-20,"AA",1905,"N4YNAA","EWR","DFW",183,1372,17,5,2013-03-01 17:00:00
"490",2013,5,12,1811,1815,-4,2042,2043,-1,"DL",926,"N329NB","EWR","ATL",117,746,18,15,2013-05-12 18:00:00
"491",2013,7,13,756,759,-3,1035,1100,-25,"UA",207,"N578UA","EWR","SFO",309,2565,7,59,2013-07-13 07:00:00
"492",2013,5,10,1706,1655,11,2024,2020,4,"VX",413,"N639VA","JFK","LAX",317,2475,16,55,2013-05-10 16:00:00
"493",2013,12,11,742,745,-3,1046,1040,6,"MQ",3066,"N535MQ","JFK","TPA",157,1005,7,45,2013-12-11 07:00:00
"494",2013,10,21,1059,959,60,1210,1115,55,"EV",5711,"N909EV","JFK","IAD",43,228,9,59,2013-10-21 09:00:00
"495",2013,9,3,927,930,-3,1036,1048,-12,"B6",586,"N274JB","JFK","ROC",53,264,9,30,2013-09-03 09:00:00
"496",2013,4,11,827,829,-2,1052,1057,-5,"B6",611,"N317JB","JFK","JAX",115,828,8,29,2013-04-11 08:00:00
"497",2013,10,6,704,705,-1,837,845,-8,"WN",1265,"N939WN","EWR","STL",125,872,7,5,2013-10-06 07:00:00
"498",2013,12,18,1013,1019,-6,1212,1225,-13,"EV",4255,"N15985","EWR","CHS",93,628,10,19,2013-12-18 10:00:00
"499",2013,10,24,1903,1910,-7,2206,2215,-9,"AA",21,"N336AA","JFK","LAX",322,2475,19,10,2013-10-24 19:00:00
"500",2013,9,18,1436,1440,-4,1617,1640,-23,"DL",1231,"N363NB","LGA","DTW",72,502,14,40,2013-09-18 14:00:00
